ssgrp_nom,meal_name,test_name,test_value,meal_value
feuilletées et autres entrées,"Nem ou Pâté impérial, au poulet, préemballé, cuit",Phosphore P,-45,96
feuilletées et autres entrées,"Nem ou Pâté impérial, au porc, préemballé, cuit",Phosphore P,-45,82
feuilletées et autres entrées,"Nem ou Pâté impérial, aux crevettes et/ou au crabe, préemballé, cuit",Phosphore P,-45,89
feuilletées et autres entrées,"Croissant au jambon fromage, préemballé",Phosphore P,-45,-
légumes,"Avocat, pulpe, cru",Phosphore P,-45,38
légumes,"Bette ou blette, crue",Phosphore P,-45,10
légumes,"Carotte, crue",Phosphore P,-45,22
légumes,"Champignon, tout type, cru",Phosphore P,-45,"85,6"
légumes,"Salade ou chicorée frisée, crue",Phosphore P,-45,"37,5"
légumes,"Chou rouge, cru",Phosphore P,-45,30
légumes,"Chou-fleur, cru",Phosphore P,-45,40
légumes,"Concombre, pulpe et peau, cru",Phosphore P,-45,"24,7"
légumes,"Courgette, pulpe et peau, crue",Phosphore P,-45,"44,7"
légumes,"Cresson de fontaine, cru",Phosphore P,-45,"64,2"
légumes,"Céleri branche, cru",Phosphore P,-45,24
légumes,"Endive, crue",Phosphore P,-45,23
légumes,"Fenouil, cru",Phosphore P,-45,28
légumes,"Laitue, crue",Phosphore P,-45,"29,5"
légumes,"Oignon, cru",Phosphore P,-45,37
légumes,"Pissenlit, cru",Phosphore P,-45,66
légumes,"Poireau, cru",Phosphore P,-45,"40,3"
légumes,"Poivron, vert, jaune ou rouge, cru",Phosphore P,-45,"22,5"
légumes,"Potiron, cru",Phosphore P,-45,44
légumes,"Radis rouge, cru",Phosphore P,-45,20
légumes,"Tomate, crue",Phosphore P,-45,"26,6"
légumes,"Artichaut, cru",Phosphore P,-45,"81,2"
légumes,"Aubergine, crue",Phosphore P,-45,"27,2"
légumes,"Cardon, cru",Phosphore P,-45,23
légumes,"Céleri-rave, cru",Phosphore P,-45,56
légumes,"Champignon de Paris ou champignon de couche, cru",Phosphore P,-45,"96,6"
légumes,"Brocoli, cru",Phosphore P,-45,"76,5"
légumes,"Chou de Bruxelles, cru",Phosphore P,-45,"76,4"
légumes,"Épinard, cru",Phosphore P,-45,"45,2"
légumes,"Haricot vert, cru",Phosphore P,-45,"38,5"
légumes,"Navet, pelé, cru",Phosphore P,-45,"38,5"
légumes,"Chou-rave, cru",Phosphore P,-45,46
légumes,"Chou vert, cru",Phosphore P,-45,"32,7"
légumes,"Haricot vert, surgelé, cru",Phosphore P,-45,"40,8"
légumes,"Petits pois, crus",Phosphore P,-45,119
légumes,"Asperge, pelée, crue",Phosphore P,-45,52
légumes,"Chou-fleur, surgelé, cru",Phosphore P,-45,"41,6"
légumes,"Épinard, surgelé, cru",Phosphore P,-45,"47,7"
légumes,"Petits pois, surgelés, crus",Phosphore P,-45,"86,9"
légumes,"Poivron vert, cru",Phosphore P,-45,17
légumes,"Poivron rouge, cru",Phosphore P,-45,19
légumes,"Radis noir, cru",Phosphore P,-45,32
légumes,"Scarole, crue",Phosphore P,-45,28
légumes,"Betterave rouge, crue",Phosphore P,-45,"38,1"
légumes,"Échalote, crue",Phosphore P,-45,46
légumes,"Mâche, crue",Phosphore P,-45,30
légumes,"Légumes, mélange surgelé, crus",Phosphore P,-45,59
légumes,"Champignon, chanterelle ou girolle, crue",Phosphore P,-45,"53,5"
légumes,"Champignon, morille, crue",Phosphore P,-45,194
légumes,"Champignon, truffe noire, crue",Phosphore P,-45,62
légumes,"Maïs doux, en épis, surgelé, cru",Phosphore P,-45,108
légumes,"Oseille, crue",Phosphore P,-45,63
légumes,"Champignon, pleurote, crue",Phosphore P,-45,120
légumes,"Chou blanc, cru",Phosphore P,-45,33
légumes,"Tomate verte, crue",Phosphore P,-45,28
légumes,"Batavia, crue",Phosphore P,-45,17
légumes,"Haricot de Lima, cru",Phosphore P,-45,136
légumes,"Courge musquée, pulpe, crue",Phosphore P,-45,"18,3"
légumes,"Potimarron, pulpe, cru",Phosphore P,-45,33
légumes,"Courge hokkaïdo, pulpe, crue",Phosphore P,-45,"32,8"
légumes,"Courge melonnette, pulpe, crue",Phosphore P,-45,"23,5"
légumes,"Courge doubeurre (butternut), pulpe, crue",Phosphore P,-45,33
légumes,"Courge, crue",Phosphore P,-45,"30,5"
légumes,"Courge spaghetti, pulpe, crue",Phosphore P,-45,12
légumes,"Piment, cru",Phosphore P,-45,"55,3"
légumes,"Champignon, oronge vraie, crue",Phosphore P,-45,89
légumes,"Champignon, cèpe, cru",Phosphore P,-45,129
légumes,"Champignon, rosé des prés, cru",Phosphore P,-45,102
légumes,"Chicorée rouge, crue",Phosphore P,-45,30
légumes,"Chicorée verte, crue",Phosphore P,-45,45
légumes,"Citrouille, pulpe, crue",Phosphore P,-45,44
légumes,"Chou chinois ou pak-choi ou pé-tsai, cru",Phosphore P,-45,"37,8"
légumes,"Poivron jaune, cru",Phosphore P,-45,23
légumes,"Laitue romaine, crue",Phosphore P,-45,30
légumes,"Tomate cerise, crue",Phosphore P,-45,31
légumes,"Pois mange-tout ou pois gourmand, cru",Phosphore P,-45,"56,8"
légumes,"Panais, cru",Phosphore P,-45,"82,5"
légumes,"Haricot mungo germé ou pousse de ""soja"", cru",Phosphore P,-45,43
légumes,"Tomate côtelée ou coeur de boeuf, crue",Phosphore P,-45,19
légumes,"Haricot beurre, cru",Phosphore P,-45,38
légumes,"Salsifis noir, ou scorsonère d'Espagne, cru",Phosphore P,-45,94
légumes,"Bambou, pousse, crue",Phosphore P,-45,"54,5"
légumes,"Cresson alénois, cru",Phosphore P,-45,76
légumes,"Laitue iceberg, crue",Phosphore P,-45,"23,6"
légumes,"Rutabaga, cru",Phosphore P,-45,"47,8"
légumes,"Haricot beurre, surgelé, cru",Phosphore P,-45,32
légumes,"Brocoli, surgelé, cru",Phosphore P,-45,"54,5"
légumes,"Chou de Bruxelles, surgelé, cru",Phosphore P,-45,"65,5"
légumes,"Carotte, surgelée, crue",Phosphore P,-45,33
légumes,"Concombre, pulpe, cru",Phosphore P,-45,25
légumes,"Petits pois et carottes, surgelés, crus",Phosphore P,-45,60
légumes,"Roquette, crue",Phosphore P,-45,52
légumes,"Chou frisé, cru",Phosphore P,-45,83
légumes,"Champignon de Paris ou champignon de couche, surgelé, cru",Phosphore P,-45,-
légumes,"Courgette, pulpe et peau, surgelée, crue",Phosphore P,-45,28
légumes,"Crosne, surgelé, cru",Phosphore P,-45,-
légumes,"Artichaut, fond, surgelé, cru",Phosphore P,-45,-
légumes,"Maïs doux, surgelé, cru",Phosphore P,-45,87
légumes,"Navet, surgelé, cru",Phosphore P,-45,20
légumes,"Oignon, surgelé, cru",Phosphore P,-45,"22,5"
légumes,"Poireau, surgelé, cru",Phosphore P,-45,-
légumes,"Salsifis, surgelé, cru",Phosphore P,-45,-
légumes,"Oignon rouge, cru",Phosphore P,-45,29
légumes,"Oignon jaune, cru",Phosphore P,-45,28
légumes,"Légumes pour potages, surgelés, crus",Phosphore P,-45,-
légumes,"Julienne ou brunoise de légumes, surgelée, crue",Phosphore P,-45,-
légumes,"Légumes pour ratatouille, surgelés",Phosphore P,-45,-
légumes,"Printanière de légumes, surgelée, crue (haricots verts, carottes, pomme de terre, petits pois, oignons)",Phosphore P,-45,-
légumes,"Haricot plat, cru",Phosphore P,-45,-
légumes,"Épinard, jeunes pousses pour salades, cru",Phosphore P,-45,32
légumes,"Mesclun ou salade, mélange de jeunes pousses",Phosphore P,-45,-
légumes,"Tomate ronde, crue",Phosphore P,-45,20
légumes,"Asperge, verte, crue",Phosphore P,-45,"85,5"
légumes,"Chou romanesco ou brocoli à pomme, cru",Phosphore P,-45,62
légumes,"Asperge, blanche ou violette, pelée, crue",Phosphore P,-45,"42,5"
légumes,"Salicorne (Salicornia sp.), fraîche",Phosphore P,-45,"19,5"
légumes,"Salade sucrine, crue",Phosphore P,-45,30
légumes,"Salade feuille de chêne, crue",Phosphore P,-45,20
légumes,"Légumes pour couscous, surgelés, crus",Phosphore P,-45,-
légumes,"Tomate grappe, crue",Phosphore P,-45,20
légumes,"Salade verte, crue, sans assaisonnement",Phosphore P,-45,"23,5"
légumes,"Banane plantain, crue",Phosphore P,-45,34
légumes,"Chayote ou christophine ou chouchou, bouillie/cuite à l'eau",Phosphore P,-45,29
légumes,"Artichaut, cuit",Phosphore P,-45,73
légumes,"Asperge, bouillie/cuite à l'eau",Phosphore P,-45,"51,5"
légumes,"Aubergine, cuite",Phosphore P,-45,15
légumes,"Betterave rouge, cuite",Phosphore P,-45,18
légumes,"Bette ou blette, cuite",Phosphore P,-45,11
légumes,"Brocoli, cuit",Phosphore P,-45,51
légumes,"Carotte, appertisée, égouttée",Phosphore P,-45,24
légumes,"Carotte, cuite",Phosphore P,-45,18
légumes,"Champignon, tout type, appertisé, égoutté",Phosphore P,-45,66
légumes,"Chou de Bruxelles, cuit",Phosphore P,-45,65
légumes,"Chou vert, cuit",Phosphore P,-45,33
légumes,"Chou-fleur, cuit",Phosphore P,-45,34
légumes,"Coeur de palmier, appertisé, égoutté",Phosphore P,-45,65
légumes,"Courgette, pulpe et peau, cuite",Phosphore P,-45,65
légumes,"Céleri branche, cuit",Phosphore P,-45,25
légumes,"Céleri-rave, cuit",Phosphore P,-45,58
légumes,"Épinard, cuit",Phosphore P,-45,40
légumes,"Haricot mungo germé ou pousse de ""soja"", appertisé, égoutté",Phosphore P,-45,26
légumes,"Haricot vert, cuit",Phosphore P,-45,36
légumes,"Navet, cuit",Phosphore P,-45,26
légumes,"Oignon, cuit",Phosphore P,-45,44
légumes,"Petits pois, appertisés, égouttés",Phosphore P,-45,"73,1"
légumes,"Petits pois, cuits",Phosphore P,-45,96
légumes,"Poireau, cuit",Phosphore P,-45,20
légumes,"Potiron, appertisé, égoutté",Phosphore P,-45,35
légumes,"Salsifis, cuit",Phosphore P,-45,56
légumes,"Tomate, pelée, appertisée, égouttée",Phosphore P,-45,18
légumes,"Maïs doux, en épis, cuit",Phosphore P,-45,77
légumes,"Macédoine de légumes, appertisée, égouttée",Phosphore P,-45,42
légumes,"Épinard, appertisé, égoutté",Phosphore P,-45,44
légumes,"Haricot vert, appertisé, égoutté",Phosphore P,-45,"25,3"
légumes,"Haricot beurre, appertisé, égoutté",Phosphore P,-45,19
légumes,"Maïs doux, appertisé, égoutté",Phosphore P,-45,"53,8"
légumes,"Artichaut, appertisé, égoutté",Phosphore P,-45,-
légumes,"Tomate, concentré, appertisé",Phosphore P,-45,103
légumes,"Haricot vert, surgelé, cuit",Phosphore P,-45,29
légumes,"Artichaut, cuit à la vapeur sous pression",Phosphore P,-45,56
légumes,"Asperge, appertisée, égouttée",Phosphore P,-45,35
légumes,"Chou de Bruxelles, appertisé, égoutté",Phosphore P,-45,53
légumes,"Céleri branche, appertisé, égoutté",Phosphore P,-45,-
légumes,"Champignon de Paris ou champignon de couche, appertisé, égoutté",Phosphore P,-45,47
légumes,"Salsifis, appertisé, égoutté",Phosphore P,-45,-
légumes,"Poivron vert, cuit",Phosphore P,-45,18
légumes,"Poivron rouge, cuit",Phosphore P,-45,26
légumes,"Petits pois et carottes, appertisés, égouttés",Phosphore P,-45,46
légumes,"Chou-rave, bouilli/cuit à l'eau",Phosphore P,-45,45
légumes,"Chou rouge, bouilli/cuit à l'eau",Phosphore P,-45,33
légumes,"Potiron, cuit",Phosphore P,-45,21
légumes,"Champignon de Paris ou champignon de couche, bouilli/cuit à l'eau",Phosphore P,-45,87
légumes,"Fenouil, bouilli/cuit à l'eau",Phosphore P,-45,"17,3"
légumes,"Épinard, surgelé, cuit",Phosphore P,-45,50
légumes,"Chou-fleur, surgelé, cuit",Phosphore P,-45,24
légumes,"Petits pois, surgelés, cuits",Phosphore P,-45,77
légumes,"Champignon de Paris ou champignon de couche, sauté/poêlé, sans matière grasse",Phosphore P,-45,140
légumes,"Panais, cuit",Phosphore P,-45,69
légumes,Fondue de poireau,Phosphore P,-45,-
légumes,"Courge doubeurre (butternut), pulpe, cuite",Phosphore P,-45,14
légumes,"Courge spaghetti, pulpe, cuite",Phosphore P,-45,14
légumes,"Artichaut, coeur, appertisé, égoutté",Phosphore P,-45,34
légumes,"Artichaut, fond, appertisé, égoutté",Phosphore P,-45,26
légumes,"Tétragone cornue, cuite",Phosphore P,-45,22
légumes,"Rutabaga, cuit",Phosphore P,-45,41
légumes,"Tomate, pulpe, appertisée",Phosphore P,-45,20
légumes,"Tomate, purée, appertisée",Phosphore P,-45,"41,9"
légumes,"Bambou, pousses, appertisées, égouttées",Phosphore P,-45,"26,8"
légumes,"Brocoli, surgelé, cuit",Phosphore P,-45,55
légumes,"Chou de Bruxelles, surgelé, cuit",Phosphore P,-45,56
légumes,"Carotte, surgelée, cuite",Phosphore P,-45,31
légumes,"Champignon, lentin comestible ou shiitaké, cuit",Phosphore P,-45,29
légumes,"Petits pois et carottes, surgelés, cuits",Phosphore P,-45,49
légumes,"Pois mange-tout ou pois gourmand, bouilli/cuit à l'eau",Phosphore P,-45,40
légumes,"Chou frisé, cuit",Phosphore P,-45,28
légumes,"Chou chinois (pak-choi ou pé-tsai), cuit",Phosphore P,-45,34
légumes,"Cardon, cuit",Phosphore P,-45,23
légumes,"Tomate, pulpe et peau, bouillie/cuite à l'eau",Phosphore P,-45,28
légumes,"Pois mange-tout ou pois gourmands, cuits",Phosphore P,-45,58
légumes,"Échalote, cuite",Phosphore P,-45,76
légumes,"Haricots verts, purée",Phosphore P,-45,-
légumes,"Légumes (3-4 sortes en mélange), purée",Phosphore P,-45,42
légumes,"Brocoli, purée",Phosphore P,-45,-
légumes,"Tomate, coulis, appertisé (purée de tomates mi-réduite à 11%)",Phosphore P,-45,-
légumes,"Carotte, purée",Phosphore P,-45,25
légumes,"Courgette, purée",Phosphore P,-45,-
légumes,"Tomate, double concentré, appertisé",Phosphore P,-45,-
légumes,"Macédoine de légumes, surgelée, pré-cuite (à recuire)",Phosphore P,-45,-
légumes,"Poivron rouge, appertisé, égoutté",Phosphore P,-45,19
légumes,"Asperge blanche, bouillie/cuite à l'eau",Phosphore P,-45,29
légumes,"Céleri-rave, purée",Phosphore P,-45,-
légumes,"Petits pois, purée",Phosphore P,-45,-
légumes,"Épinard, purée",Phosphore P,-45,-
légumes,"Tomate, pulpe et peau, rôtie/cuite au four",Phosphore P,-45,30
légumes,"Chou romanesco ou brocoli à pomme, cuit",Phosphore P,-45,55
légumes,"Potimarron, pulpe, cuit à l'étouffée",Phosphore P,-45,33
légumes,"Courge musquée, pulpe, cuite",Phosphore P,-45,17
légumes,"Carotte, purée cuisinée à la crème, préemballée",Phosphore P,-45,21
légumes,"Asperge verte, bouillie/cuite à l'eau",Phosphore P,-45,49
légumes,"Aubergine, pulpe et peau, rôtie/cuite au four",Phosphore P,-45,31
légumes,"Bette ou blette, côte et feuille, bouillie/cuite à l'eau",Phosphore P,-45,18
légumes,"Brocoli, bouilli/cuit à l'eau, croquant",Phosphore P,-45,44
légumes,"Brocoli, bouilli/cuit à l'eau, fondant",Phosphore P,-45,39
légumes,"Brocoli, cuit à la vapeur",Phosphore P,-45,72
légumes,"Carotte, bouillie/cuite à l'eau, croquante",Phosphore P,-45,16
légumes,"Carotte, bouillie/cuite à l'eau, fondante",Phosphore P,-45,17
légumes,"Carotte, cuite à la vapeur",Phosphore P,-45,19
légumes,"Chou blanc, bouilli/cuit à l'eau",Phosphore P,-45,19
légumes,"Chou de Bruxelles, bouilli/cuit à l'eau",Phosphore P,-45,62
légumes,"Chou rouge, cuit à l'étouffée",Phosphore P,-45,26
légumes,"Chou vert, bouilli/cuit à l'eau",Phosphore P,-45,29
légumes,"Chou-fleur, cuit à la vapeur",Phosphore P,-45,46
légumes,"Courgette, pulpe et peau, rôtie/cuite au four",Phosphore P,-45,41
légumes,"Céleri branche, cuit à l'étouffée",Phosphore P,-45,24
légumes,"Céleri rave, bouilli/cuit à l'eau",Phosphore P,-45,38
légumes,"Endive, rôtie/cuite au four",Phosphore P,-45,27
légumes,"Fenouil, cuit à l'étouffée",Phosphore P,-45,16
légumes,"Haricot beurre, bouilli/cuit à l'eau",Phosphore P,-45,43
légumes,"Haricot vert, bouilli/cuit à l'eau",Phosphore P,-45,38
légumes,"Navet, bouilli/cuit à l'eau",Phosphore P,-45,20
légumes,"Oignon blanc ou jaune, sauté/poêlé sans matière grasse",Phosphore P,-45,35
légumes,"Oignon nouveau ou oignon frais ou cébette, sauté/poêlé sans matière grasse",Phosphore P,-45,26
légumes,"Oignon rouge, sauté/poêlé sans matière grasse",Phosphore P,-45,33
légumes,"Panais, cuit à l'étouffée",Phosphore P,-45,74
légumes,"Petits pois, bouillis/cuits à l'eau",Phosphore P,-45,100
légumes,"Poireau, bouilli/cuit à l'eau",Phosphore P,-45,26
légumes,"Poivron jaune, sauté/poêlé sans matière grasse",Phosphore P,-45,23
légumes,"Poivron rouge, sauté/poêlé sans matière grasse",Phosphore P,-45,25
légumes,"Poivron vert, sauté/poêlé sans matière grasse",Phosphore P,-45,20
légumes,"Potimarron, pulpe, bouilli/cuit à l'eau",Phosphore P,-45,27
légumes,"Potiron, rôti/cuit au four",Phosphore P,-45,14
légumes,"Salsifis, bouilli/cuit à l'eau",Phosphore P,-45,88
légumes,"Tomate, rôtie/cuite au four",Phosphore P,-45,29
légumes,"Échalote, sautée/poêlée sans matière grasse",Phosphore P,-45,48
légumes,"Épinard, bouilli/cuit à l'eau",Phosphore P,-45,30
