ssgrp_nom,Food name,Calcium Ca,Cuivre Cu,Fer Fe,Iode I,Manganèse Mn,Phosphore P,Potassium K,Sélénium Se,Sodium Na,Zinc Zn,Vitamine E,Vitamine C ,Vitamine B6 ,Vitamine B9 ,Vitamine B12 
légumes,"Courge musquée, pulpe, cuite",17,"0,05","0,15",< 20,"0,04",17,340,< 20,< 5,"0,13","0,94","2,28","0,064","30,5",-
légumes,"Carotte, purée cuisinée à la crème, préemballée",30,"0,04","0,19",< 20,"0,08",21,190,< 20,212,"0,18",1,"< 0,5","0,051","11,7",-
légumes,"Asperge verte, bouillie/cuite à l'eau",21,"0,11","0,64",< 20,"0,13",49,220,< 20,< 5,"0,49","1,5","4,73","0,046","69,9",-
légumes,"Aubergine, pulpe et peau, rôtie/cuite au four",13,"0,08","0,59",< 20,"0,15",31,310,< 20,< 5,"0,14","< 0,08","< 0,5","0,053",< 5,-
légumes,"Bette ou blette, côte et feuille, bouillie/cuite à l'eau",60,"0,04","0,52",< 20,"0,34",18,160,< 20,77,"0,11","< 0,08","< 0,5","0,098","18,3",-
légumes,"Brocoli, bouilli/cuit à l'eau, croquant",42,"0,11","0,41",< 20,"0,18",44,110,< 20,17,"0,23","2,42","22,7","0,06","67,1",-
légumes,"Brocoli, bouilli/cuit à l'eau, fondant",43,"0,15","0,33",< 20,"0,17",39,90,< 20,13,"0,18","1,69","18,1","0,048","24,7",-
légumes,"Brocoli, cuit à la vapeur",36,"0,04","0,58",< 20,"0,28",72,340,< 20,16,"0,53","2,28","20,7","0,16","81,7",-
légumes,"Carotte, bouillie/cuite à l'eau, croquante",27,"0,07","0,19",< 20,"0,17",16,170,< 20,45,"0,22","0,8","1,71","0,047","19,3",-
légumes,"Carotte, bouillie/cuite à l'eau, fondante",28,"0,09","0,19",< 20,"0,14",17,140,< 20,46,"0,22","0,78","0,52","0,051","17,7",-
légumes,"Carotte, cuite à la vapeur",26,"0,04","0,22",< 20,"0,18",19,240,< 20,45,"0,21","0,84","1,28","0,066","21,3",-
légumes,"Chou blanc, bouilli/cuit à l'eau",42,"0,07","0,19",< 20,"0,08",19,120,< 20,7,"0,07","0,64","13,3","0,048","9,55",-
légumes,"Chou de Bruxelles, bouilli/cuit à l'eau",35,"0,13","0,51",< 20,"0,2",62,410,< 20,9,"0,31","0,44","55,4","0,11","49,3",-
légumes,"Chou rouge, cuit à l'étouffée",44,"0,02","0,29",< 20,"0,16",26,250,< 20,13,"0,15","< 0,08","26,2","0,11","45,1",-
légumes,"Chou vert, bouilli/cuit à l'eau",48,"0,11","0,34",< 20,"0,11",29,130,< 20,5,"0,13","< 0,08",12,"0,052","12,4",-
légumes,"Chou-fleur, cuit à la vapeur",26,"0,03","0,38",< 20,"0,16",46,300,< 20,5,"0,28","< 0,08","21,4","0,13","54,3",-
légumes,"Courgette, pulpe et peau, rôtie/cuite au four",24,"0,07","0,4",< 20,"0,14",41,300,< 20,< 5,"0,27","0,13","< 0,5","0,038","16,4",-
légumes,"Céleri branche, cuit à l'étouffée",31,"0,04","0,12",< 20,"0,07",24,340,< 20,138,"0,08","1,58","< 0,5","0,034","7,98",-
légumes,"Céleri rave, bouilli/cuit à l'eau",41,"0,11","0,27",< 20,"0,16",38,300,< 20,37,"0,17","1,13","0,87","0,074","84,5",-
légumes,"Endive, rôtie/cuite au four",27,"0,07","0,23",< 20,"0,09",27,180,< 20,< 5,"0,18","< 0,08","< 0,5","0,028","5,89",-
légumes,"Fenouil, cuit à l'étouffée",37,"0,04","0,12",< 20,"0,07",16,210,< 20,11,"0,08","< 0,08","< 0,5","0,019","16,8",-
légumes,"Haricot beurre, bouilli/cuit à l'eau",56,"0,13","0,99",< 20,"0,35",43,210,< 20,< 5,"0,34","0,31","7,57","< 0,01","39,7",-
légumes,"Haricot vert, bouilli/cuit à l'eau",51,"0,07","0,54",< 20,"0,19",38,260,< 20,< 5,"0,22","0,1","1,16","0,031","49,5",-
légumes,"Navet, bouilli/cuit à l'eau",32,"0,06","0,08",< 20,"0,04",20,170,< 20,10,"0,06","< 0,08","7,25","0,029","17,1",-
légumes,"Oignon blanc ou jaune, sauté/poêlé sans matière grasse",32,"0,08","0,24",< 20,"0,13",35,270,< 20,< 5,"0,21","0,11","2,31","0,066","6,75",-
légumes,"Oignon nouveau ou oignon frais ou cébette, sauté/poêlé sans matière grasse",55,"0,03","0,85",< 20,"0,36",26,260,< 20,< 5,"0,21","< 0,08","7,38","0,074","40,5",-
légumes,"Oignon rouge, sauté/poêlé sans matière grasse",26,"0,07","0,26",< 20,"0,15",33,220,< 20,< 5,"0,26","< 0,08","5,68","0,062","33,3",-
légumes,"Panais, cuit à l'étouffée",44,"0,14","0,37",< 20,"0,16",74,510,< 20,7,"0,35","1,83","7,92","0,079","80,1",-
légumes,"Petits pois, bouillis/cuits à l'eau",38,"0,14","1,2",< 20,"0,29",100,190,< 20,9,"0,72","< 0,08","11,4","0,044","38,2",-
légumes,"Poireau, bouilli/cuit à l'eau",35,"0,08","0,45",< 20,"0,11",26,120,< 20,< 5,"0,14","0,75","3,79","0,055","22,8",-
légumes,"Poivron jaune, sauté/poêlé sans matière grasse","7,3","0,06","0,23",< 20,"0,09",23,220,< 20,< 5,"0,14","2,12",126,"0,24","57,1",-
légumes,"Poivron rouge, sauté/poêlé sans matière grasse",7,"0,06","0,27",< 20,"0,11",25,240,< 20,< 5,"0,14","3,81",144,"0,31","69,7",-
légumes,"Poivron vert, sauté/poêlé sans matière grasse","6,7","0,05","0,21",< 20,"0,08",20,200,< 20,< 5,"0,12","0,76","64,6","0,26","27,8",-
légumes,"Potimarron, pulpe, bouilli/cuit à l'eau",18,"0,08","0,19",< 20,"0,06",27,330,< 20,< 5,"0,24","1,52","8,65","0,06","9,28",-
légumes,"Potiron, rôti/cuit au four",31,"0,05","0,11",< 20,"0,02",14,330,< 20,< 5,"0,1","0,5","< 0,5","0,02",10,-
légumes,"Salsifis, bouilli/cuit à l'eau",38,"0,2","0,56",< 20,"0,21",88,170,< 20,8,"0,49","1,9","0,74","0,042","39,6",-
légumes,"Tomate, rôtie/cuite au four",12,"0,03","0,22",< 20,"0,18",29,310,< 20,< 5,"0,11","1,09","14,9","0,066","20,1",-
légumes,"Échalote, sautée/poêlée sans matière grasse",22,"0,09","0,25",< 20,"0,12",48,270,< 20,< 5,"0,27","< 0,08","0,84","0,1",-,-
légumes,"Épinard, bouilli/cuit à l'eau",240,"0,14","1,3",< 20,"0,81",30,160,< 20,12,"0,79","3,98","< 0,5","0,038","62,7",-
légumes,"Légumes pour couscous, cuits",39,"0,1","0,7","1,2","0,2",38,208,"0,6",45,"0,3","0,38",18,"0,12",26,0
légumes,Légume cuit (aliment moyen),"30,3","0,097","0,46","5,51","0,16","51,8",261,"6,06","18,6","0,31","0,44","8,84","0,16","28,9",0
légumes,"Crosne, cuit",20,"0,21","0,37",< 20,"0,09",58,310,< 20,5,"0,24","< 0,08",-,"0,068","32,3",-
légumes,"Gombo, fruit, cuit",77,"0,085","0,28",-,"0,29",32,135,-,6,"0,43","0,27","16,3","0,19",46,0
légumes,"Carotte, déshydratée",212,"0,37","3,93",-,"1,12",346,2540,-,275,"1,57","5,45","14,6","1,04",55,0
légumes,"Oignon, séché",257,"0,42","1,55",-,"1,39",303,1620,-,170,"1,89","0,18",75,"1,6",166,0
légumes,"Tomate, séchée",110,"1,42","9,09",-,"1,85",356,3430,"5,5",247,"1,99","0,01","39,2","0,33",68,0
légumes,"Champignon noir, séché",-,-,-,-,-,-,-,-,"37,8",-,-,-,-,-,-
légumes,"Champignon, lentin comestible ou shiitaké, séché",11,"5,17","1,72",-,"1,18",294,1530,-,13,"7,66",0,"3,5","0,97",163,0
légumes,"Tomate, séchée, à l'huile",47,"0,47","2,68",-,"0,47",139,1570,-,1020,"0,78",-,102,"0,32",23,0
légumes,"Banane jaune, pulpe, cuite à la vapeur, prélevée à la Martinique",-,-,-,-,-,-,-,-,-,-,-,"6,07",-,-,-
légumes,"Chips de giraumon (variété locale), pulpe, prélevé à la Martinique",-,-,-,-,-,-,2400,-,-,-,-,-,-,-,-
légumes,"Chips de giraumon (variété phoenix), pulpe, prélevé à la Martinique",-,-,-,-,-,-,2580,-,-,-,-,-,-,-,-
légumes,"Chou dur ou chou caraïbe, pulpe, cuit à la vapeur, prélevé à la Martinique",-,-,-,-,-,-,-,-,-,-,-,"19,3",-,-,-
légumes,"Christophine à peau blanche, pulpe, cuite à la vapeur, prélevée à la Martinique",-,"0,063",-,-,-,-,192,-,-,-,-,"7,4",-,"20,8",-
légumes,"Christophine à peau verte, pulpe, cuite à la vapeur, prélevée à la Martinique",-,"0,0019",-,-,-,-,198,-,-,-,-,"12,5",-,"17,8",-
légumes,"Christophine blanche, pulpe, appertisée, non égouttée, prélevée à la Martinique",-,-,-,-,-,-,-,-,-,-,-,"0,23",-,"23,4",-
légumes,"Christophine, pulpe, cuite à la vapeur, surgelée, prélevée à la Martinique",-,-,-,-,-,-,-,-,-,-,-,"6,1",-,"14,9",-
légumes,"Concombre, pulpe avec graines, cru, prélevé à la Martinique",-,-,-,-,-,-,-,-,-,-,-,"0,1",-,-,-
légumes,"Concombre, pulpe, cru, prélevé à la Martinique",-,-,-,-,-,-,-,-,-,-,-,"0,3",-,-,-
légumes,"Cresson, feuille, cru, prélevé à la Martinique","0,059",-,"1,31",-,"0,41",-,432,-,-,-,-,"2,67",-,"57,2",-
légumes,"Dachine, pulpe, cuit à la vapeur, prélevé à la Martinique",-,-,-,-,-,-,-,-,-,-,-,"4,07",-,-,-
légumes,"Farine de pulpe de patate douce, prélevée à la Martinique",-,-,-,-,-,-,-,-,-,-,-,0,-,-,-
légumes,"Fruit à pain, pulpe, cuit à la vapeur, prélevé à la Martinique",-,-,-,-,-,-,-,-,-,-,-,"8,17",-,-,-
légumes,"Giraumon (variété locale), pulpe, cuit à la vapeur, prélevé à la Martinique",-,-,-,-,-,-,321,-,-,-,-,-,-,"20,5",-
légumes,"Giraumon (variété locale), pulpe, cuit à la vapeur, surgelé, prélevé à la Martinique",-,-,-,-,-,-,347,-,-,-,-,-,-,-,-
légumes,"Giraumon (variété locale), pulpe, râpé, cru, prélevé à la Martinique",-,-,-,-,-,-,319,-,-,-,-,-,-,-,-
légumes,"Giraumon (variété phoenix), pulpe, cuit à la vapeur, prélevé à la Martinique",-,-,-,-,-,-,442,-,-,-,-,-,-,"31,7",-
légumes,"Giraumon (variété phoenix), pulpe, râpé, cru, prélevé à la Martinique",-,-,-,-,-,-,353,-,-,-,-,-,-,-,-
légumes,"Giraumon (variété phoenix), pulpe, surgelé, cuit à la vapeur, prélevé à la Martinique",-,-,-,-,-,-,454,-,-,-,-,-,-,-,-
légumes,"Gombo, entier, appertisé, non égoutté, prélevé à la Martinique",-,-,-,-,"0,17",-,-,-,-,-,-,-,-,"10,3",-
légumes,"Gombo, entier, cuit à la vapeur, prélevé à la Martinique",-,-,-,-,"0,52",-,374,-,-,-,-,3,-,107,-
légumes,"Gombo, pulpe, blanchi, surgelé, prélevé à la Martinique",-,-,-,-,"0,67",-,-,-,-,-,-,-,-,"69,8",-
légumes,"Igname cousse-couche, pulpe, cuit à la vapeur, prélevé à la Martinique",-,0,-,-,"0,09",-,198,-,-,-,"0,14","0,87",-,-,-
légumes,"Igname jaune, pulpe, cuit à la vapeur, prélevé à la Martinique",-,"0,05",-,-,"0,15",-,349,-,-,-,"0,27","0,81",-,-,-
légumes,"Igname saint martin, pulpe, cuit à la vapeur, prélevé à la Martinique",-,"0,01",-,-,"0,03",-,"25,1",-,-,-,"0,18",22,-,-,-
légumes,"Topinambour, pulpe, cuit à la vapeur, prélevé à la Martinique",-,-,-,-,-,-,-,-,-,-,-,"9,57",-,-,-
légumes,"Kamanioc, pulpe, cuit à la vapeur, prélevé à la Martinique",-,-,-,-,-,-,-,-,-,-,-,"21,3",-,-,-
légumes,"Massissi, pulpe, cru, prélevé à la Martinique",-,-,-,-,-,-,-,-,-,-,-,"73,2",-,-,-
légumes,"Papaye, pulpe, crue, prélevée à la Martinique",-,-,-,-,-,-,-,-,-,-,-,"39,3",-,-,-
légumes,"Papaye, pulpe, cuite à la vapeur, prélevée à la Martinique",-,-,-,-,-,-,-,-,-,-,-,"25,7",-,-,-
légumes,"Patate douce, pulpe, blanchie, surgelée, prélevée à la Martinique",-,-,-,-,-,-,-,-,-,-,-,4,-,-,-
légumes,"Patate douce, pulpe, cuite à la vapeur, prélevée à la Martinique",-,"0,26",-,-,"0,026",-,425,-,-,-,"0,24","12,5",-,"92,2",-
légumes,"Pois d'angole, entier, cuit à la vapeur, prélevé à la Martinique",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
légumes,"Ti nain, pulpe, cuit à la vapeur, prélevé à la Martinique",-,-,-,-,-,-,-,-,-,-,-,"9,23",-,-,-
légumes,"Tomate, entière, crue, prélevée à la Martinique",-,-,-,-,-,-,-,-,-,-,-,"15,2",-,-,-
légumes,"Brèdes chou de Chine ou bok choy ou pak choï, tiges et feuilles, cuites à la vapeur, prélevées à La Réunion (Brassica rapa subsp. Chinensis)",88,"0,04","0,93",< 20,"0,25",28,330,< 20,15,"0,28","1,5","9,54","0,073","71,9",-
légumes,"Chayote ou christophine ou chouchou, pulpe avec pépins, cuite à la vapeur, prélevée à La Réunion (Sechium edule)",14,"0,03","0,46",< 20,"0,14",23,170,< 20,7,"0,1","< 0,08","< 0,5","0,024","16,2",-
pommes de terre et autres tubercules,pommes de terre et autres tubercules,20,"0,02","1,58","2,7","0,11",7,11,"0,3",1,"0,12",0,0,"0,008",4,0
pommes de terre et autres tubercules,pommes de terre et autres tubercules,"9,48","0,094","0,35",3,"0,15",50,391,"< 2,2","1,43","0,24","0,04","12,8","0,3",9,0
pommes de terre et autres tubercules,pommes de terre et autres tubercules,"5,83","0,076","0,27",< 5,"0,074","37,2",363,< 10,"20,6","0,15","0,01","2,92","0,34","31,1",0
pommes de terre et autres tubercules,pommes de terre et autres tubercules,27,"0,22","1,2",< 20,"0,35",140,1300,< 20,652,"0,82","12,3","8,26","0,44","31,6",0
pommes de terre et autres tubercules,pommes de terre et autres tubercules,13,"0,06","1,6","2,25","0,2",54,430,1,10,"0,3","0,06",15,"0,36","7,5",0
pommes de terre et autres tubercules,pommes de terre et autres tubercules,"14,3","0,079","0,91","1,2","0,11","56,2",418,"22,9","< 0,44","0,35","0,055","18,9","0,25",26,0
pommes de terre et autres tubercules,pommes de terre et autres tubercules,"25,4","0,051","1,26",-,"0,071","28,8",229,"< 3,35","60,6","0,18",-,"5,1","0,19",6,0
pommes de terre et autres tubercules,pommes de terre et autres tubercules,"25,2","0,1",1,3,"0,18",111,550,"< 2,2",373,"0,58","0,2",8,"0,2",28,-
pommes de terre et autres tubercules,pommes de terre et autres tubercules,-,-,-,-,-,-,-,-,"96,2",-,-,"14,7",-,-,-
pommes de terre et autres tubercules,pommes de terre et autres tubercules,18,"0,15","0,73",< 20,"0,17",46,680,< 20,204,"0,35","0,37","1,97","0,15",26,-
pommes de terre et autres tubercules,pommes de terre et autres tubercules,106,"0,47","2,55",39,"0,61",238,1510,"0,5","78,1","1,3","0,03","22,3","1,03",30,0
pommes de terre et autres tubercules,pommes de terre et autres tubercules,"38,7","0,025","0,19",-,"0,11","52,3",184,-,223,"0,2","0,33","8,63","0,089","7,33","0,11"
pommes de terre et autres tubercules,pommes de terre et autres tubercules,"31,1","0,061","0,21",5,"0,066","45,5",260,< 10,"44,9","0,22","0,07","6,1","0,23",8,"0,07"
pommes de terre et autres tubercules,pommes de terre et autres tubercules,"36,5","0,062","0,39","5,15","0,082","57,3",270,"0,96","91,5","0,31","0,13","3,2","0,16","4,7","0,091"
pommes de terre et autres tubercules,pommes de terre et autres tubercules,"22,2","0,09","0,99",-,"0,23","41,8",138,-,468,"0,68",-,-,-,-,-
pommes de terre et autres tubercules,pommes de terre et autres tubercules,120,"0,06","0,8",< 20,"0,18",210,180,< 20,527,"0,38","6,6",-,"0,11","15,1","0,39"
pommes de terre et autres tubercules,pommes de terre et autres tubercules,"48,5","0,27","2,26","0,5","0,45",223,1130,"0,5",220,"1,05","0,03",59,"0,8",38,0
pommes de terre et autres tubercules,pommes de terre et autres tubercules,10,-,"0,6","0,9",-,54,367,-,23,"0,5","0,06",22,"0,44",25,0
pommes de terre et autres tubercules,pommes de terre et autres tubercules,17,"0,13","0,7",< 20,"0,13",84,550,< 20,302,"0,43","1,39","1,08","0,14","24,3",-
pommes de terre et autres tubercules,pommes de terre et autres tubercules,15,"0,12","1,08",-,"0,22",70,535,-,10,"0,36","0,04","9,6","0,31",28,0
pommes de terre et autres tubercules,pommes de terre et autres tubercules,11,"0,15","0,63",< 20,"0,13",100,570,< 20,77,"0,42","1,28","1,25","0,14",14,-
pommes de terre et autres tubercules,pommes de terre et autres tubercules,"6,5","0,07","0,31",< 20,"0,1",40,390,< 20,< 5,"0,23","0,1","3,78","0,17","7,89","0,074"
pommes de terre et autres tubercules,pommes de terre et autres tubercules,-,"0,17","0,7",-,-,-,291,-,-,"0,34",-,"18,9","0,21","53,8",-
pommes de terre et autres tubercules,pommes de terre et autres tubercules,11,"0,11","0,67",< 20,"0,15",81,590,< 20,156,"0,45","7,64","2,38","0,52","40,6",0
pommes de terre et autres tubercules,pommes de terre et autres tubercules,"23,8","0,12","0,9",< 5,"0,16",106,684,"< 2,2",29,"0,36","0,44",19,"0,37","32,3","0,04"
pommes de terre et autres tubercules,pommes de terre et autres tubercules,51,"0,12","0,81",< 20,"0,19",81,530,< 20,395,"0,53","2,33","< 0,5","0,26","18,5",-
pommes de terre et autres tubercules,pommes de terre et autres tubercules,27,"0,09","0,61",< 20,"0,14",59,420,< 20,347,"0,39","1,29",-,"0,17","12,4","0,07"
pommes de terre et autres tubercules,pommes de terre et autres tubercules,-,-,-,-,-,-,-,-,266,-,-,-,-,-,-
pommes de terre et autres tubercules,pommes de terre et autres tubercules,21,"0,19","0,98",< 20,"0,25",120,1100,< 20,702,"0,6","15,3","5,07","0,35","27,3",-
pommes de terre et autres tubercules,pommes de terre et autres tubercules,56,"0,25","1,2",< 20,"0,26",210,1300,< 20,487,"0,87","3,32",-,"0,43",-,"0,049"
pommes de terre et autres tubercules,pommes de terre et autres tubercules,18,"0,13","0,55",< 20,"0,11",70,460,< 20,328,"0,35","2,92","< 0,5","0,12","9,13",-
pommes de terre et autres tubercules,pommes de terre et autres tubercules,-,-,-,-,-,-,-,-,368,-,-,-,-,-,-
pommes de terre et autres tubercules,pommes de terre et autres tubercules,-,-,-,-,-,-,-,-,66,-,-,6,-,-,-
pommes de terre et autres tubercules,pommes de terre et autres tubercules,-,-,-,-,-,-,-,-,109,-,-,-,-,-,-
pommes de terre et autres tubercules,pommes de terre et autres tubercules,-,-,-,-,-,-,-,-,108,-,-,-,-,-,-
pommes de terre et autres tubercules,pommes de terre et autres tubercules,20,-,"1,8",-,-,-,-,-,"57,9",-,-,6,-,-,-
pommes de terre et autres tubercules,pommes de terre et autres tubercules,"35,4","0,049","0,26",,"0,086","51,7",238,,140,"0,24","0,17","5,98","0,16","6,68","0,089"
pommes de terre et autres tubercules,pommes de terre et autres tubercules,"9,62","0,095","0,43","6,78","0,12","43,7",450,"7,07","48,8","0,24","0,12","5,05","0,24","18,4","0,03"
pommes de terre et autres tubercules,pommes de terre et autres tubercules,"37,5","0,15","0,76","0,2","0,26",47,373,"0,6","39,3","0,25","0,26","2,4","0,19",11,0
pommes de terre et autres tubercules,pommes de terre et autres tubercules,"32,5","0,13","0,71",3,"0,38",43,353,-,"31,5","0,26","0,83","16,2","0,23",6,0
pommes de terre et autres tubercules,pommes de terre et autres tubercules,-,-,-,-,-,-,-,-,225,-,-,-,-,-,-
pommes de terre et autres tubercules,pommes de terre et autres tubercules,"32,9","< 0,1","0,2",< 10,"< 0,1",64,452,-,"35,9","0,34","0,19","3,2","0,04","44,3",0
pommes de terre et autres tubercules,pommes de terre et autres tubercules,21,"0,13",2,"0,1","0,06","75,2",495,"0,03","3,5","0,11","0,17",5,"0,084","24,5",0
pommes de terre et autres tubercules,pommes de terre et autres tubercules,2,"0,066","0,58",-,-,28,465,-,5,"0,13","0,13","10,9","0,24",26,0
pommes de terre et autres tubercules,pommes de terre et autres tubercules,43,"0,17","0,55",-,"0,38",84,591,-,11,"0,23","2,38","4,5","0,28",22,0
pommes de terre et autres tubercules,pommes de terre et autres tubercules,18,"0,2","0,72",-,"0,45",76,484,-,15,"0,27","2,93",5,"0,33",19,0
pommes de terre et autres tubercules,pommes de terre et autres tubercules,17,"0,18","0,54",-,"0,4",55,816,-,9,"0,24","0,35","17,1","0,29",23,0
pommes de terre et autres tubercules,pommes de terre et autres tubercules,14,"0,15","0,52",-,"0,37",49,670,-,8,"0,2","0,34","12,1","0,23",16,0
pommes de terre et autres tubercules,pommes de terre et autres tubercules,16,"0,1","0,27",-,"0,38",27,271,-,14,"0,34","0,19","20,6","0,088",27,0
pommes de terre et autres tubercules,pommes de terre et autres tubercules,"12,1","0,018","0,6",-,"0,038","40,5",-,-,-,"0,35",-,"13,1",-,-,-
pommes de terre et autres tubercules,pommes de terre et autres tubercules,17,"0,084","0,54",-,"0,06",30,490,-,2,"0,12","0,1",29,"0,1",14,0
légumineuses,"Haricot coco, bouilli/cuit à l'eau",72,"0,26","2,7",< 20,"0,59",180,480,< 20,9,"1,2","0,1","1,62","0,065","71,4",-
légumineuses,"Fève, bouillie/cuite à l'eau",37,"0,31","1,5",< 20,"0,31",160,200,< 20,10,1,"0,28","< 0,5","0,037","65,3",0
légumineuses,"Haricot blanc, bouilli/cuit à l'eau",120,"0,19","1,7",< 20,"0,8",110,260,< 20,"9,3","0,67","< 0,08","< 0,5","0,039","31,1",0
légumineuses,"Haricot rouge, bouilli/cuit à l'eau",55,"0,27","2,3",< 20,"0,44",150,300,< 20,"8,4","0,94","< 0,08","< 0,5","0,067","78,3",0
légumineuses,"Lentille, bouillie/cuite à l'eau","26,2","0,24","1,44",3,"0,43",180,222,< 10,2,"0,98","0,11","1,5","0,18",181,0
légumineuses,"Pois cassé, bouilli/cuit à l'eau","24,7","0,19","2,09",2,"0,28",134,327,"< 2,2","4,5","0,65","0,19","0,85","0,094",119,0
légumineuses,"Pois chiche, bouilli/cuit à l'eau",72,"0,24","1,3",< 20,"0,86",140,170,< 20,"10,9","1,1","1,22","< 0,5","0,09","84,4",-
légumineuses,"Haricot flageolet, appertisé, égouttés","63,1","< 0,1","1,3",< 10,"< 0,1",86,281,"< 2,2",293,"< 0,1","0,37",< 1,"0,05",23,0
légumineuses,"Lentille, cuisinée, appertisée, égouttée",21,"0,12","1,67",3,"0,4","82,7",178,"2,8",230,"0,55","0,19",traces,"0,12",11,0
légumineuses,"Haricot blanc, appertisé, égoutté",73,"0,23","2,99",3,"0,52",91,454,-,270,"1,12","0,79",0,"0,075",65,0
légumineuses,"Haricot flageolet, bouilli/cuit à l'eau",120,"0,19","1,7",< 20,"0,8",110,260,< 20,"9,3","0,67","< 0,08","< 0,5","0,039","31,1",traces
légumineuses,"Haricot rouge, appertisé, égoutté",58,"0,28","1,5",-,"0,38",118,250,-,269,"0,74",-,"0,2",-,23,0
légumineuses,"Haricot mungo, bouilli/cuit à l'eau",53,"0,14","1,75",-,"0,41",156,231,-,7,"0,83","0,15",1,"0,058",94,0
légumineuses,"Pois chiche, appertisé, égoutté","41,2","0,21","1,15",-,"0,67","82,5",135,"23,3",216,"0,93","0,29","0,1","0,29","36,5",0
légumineuses,"Haricot flageolet, vert, bouilli/cuit à l'eau",68,"0,18","1,8",< 20,"0,47",97,360,< 50,"28,2","0,6","< 0,08","< 0,5","0,064","34,6",0
légumineuses,"Fève, pelée, surgelée, cuite à l'eau",31,"0,17","1,3",< 20,"0,18",97,97,< 20,"7,2","0,62",-,"< 0,5","0,042","49,1",-
légumineuses,"Fève, surgelée, bouillie/cuite à l'eau",61,"0,21","0,93",< 20,"0,23",88,150,< 20,8,"0,55",-,"< 0,5","0,038","37,1",-
légumineuses,"Lentille verte, bouillie/cuite à l'eau","39,5","0,25","2,45",< 20,"0,44",160,215,< 20,"5,8","1,25","0,53","< 0,5","0,11","50,5",-
légumineuses,"Lentille blonde, bouillie/cuite à l'eau",32,"0,3","2,5",< 20,"0,46",120,230,< 20,< 5,"1,1",-,"< 0,5","0,13","43,1",-
légumineuses,"Lentille corail, bouillie/cuite à l'eau",21,"0,29","2,2",< 20,"0,39",110,190,< 20,< 5,"1,3",-,"< 0,5","0,082",23,-
légumineuses,"Légume sec, cuit (aliment moyen)","52,7","0,23","1,55","5,47","0,52",159,235,"6,73","4,63","0,9","0,099","1,05","0,13",131,0
légumineuses,"Fève à écosser, fraîche","29,5","0,24","1,73",-,"0,49",112,291,"0,6","37,5","0,79","1,16","18,4","0,071",122,0
légumineuses,"Lentille, germée",25,"0,35","3,21",-,"0,51",173,322,-,11,"1,51",-,"16,5","0,19",100,0
légumineuses,"Lupin, graine crue",176,"1,02","4,36",-,"2,38",440,1010,-,15,"4,75",-,"4,8","0,36",355,0
légumineuses,"Fève, fraîche, surgelée",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
légumineuses,"Haricot flageolet, surgelé",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
légumineuses,"Fève, pelée, surgelée, crue",-,-,-,-,-,-,-,-,15,-,-,-,-,-,-
légumineuses,"Haricot blanc, sec",183,"0,73","7,97","0,6","1,9",363,1660,"8,8",11,"3,23","0,28","2,04","0,41",307,0
légumineuses,"Lentille, sèche","45,4","0,71","6,51","0,7","1,39",326,674,12,74,"3,17","0,49","4,5","0,55",257,0
légumineuses,"Pois cassé, sec","37,4","0,75","5,16","0,5","1,21",364,969,14,"15,4","3,68","0,09","1,4","0,12",154,0
légumineuses,"Pois chiche, sec","90,5","0,71","5,36","0,6","2,2",276,759,2,"23,2","1,88","3,1","3,5","0,48",369,0
légumineuses,"Fève, sèche",103,"0,82","6,7",-,"1,63",421,1060,-,13,"3,14","0,05","1,4","0,37",423,0
légumineuses,"Haricot rouge, sec",83,"0,7","6,69","1,9","1,11",406,1360,-,12,"2,79","0,21","4,5","0,4",394,0
légumineuses,"Haricot mungo, sec",113,"0,96","7,16",-,"1,28",387,1110,"8,8","26,5","3,02","1,9","12,2","0,39",421,0
légumineuses,"Lentille corail, sèche",29,"0,82","6,3",< 20,"1,2",330,750,< 20,< 5,"3,9",-,"< 0,5","0,41",124,0
légumineuses,"Haricot flageolet, vert, sec",-,"0,68","7,3",< 20,"1,6",440,-,< 50,"7,9","2,3","0,08","< 0,5","0,41",121,-
légumineuses,"Lentille verte, sèche",64,"0,6","6,3",< 20,1,480,940,< 20,< 5,"3,4",-,"1,63","0,35",117,-
légumineuses,"Lentille blonde, sèche",54,"0,79","7,4",< 20,"1,2",360,780,50,< 5,3,-,"< 0,5","0,44",103,-
fruits,"Abricot, dénoyauté, cru",15,"0,06","0,19",< 20,"0,07",22,260,< 20,< 5,"0,09","0,7","2,55","0,054","7,6",0
fruits,"Ananas, pulpe, cru",8,"0,06","0,17",< 20,"0,84","8,1",140,< 20,< 5,"0,08","< 0,08","46,1","0,052","19,6",0
fruits,"Banane, pulpe, crue","5,1","0,06","0,2",< 20,"0,36",29,320,< 20,< 5,"0,14","< 0,08","7,16","0,18",19,0
fruits,"Cassis, cru","57,1","0,093","1,17","1,5","0,28","53,5",330,"1,1","2,5","0,28","2,1",181,"0,073","8,2",0
fruits,"Cerise, dénoyautée, crue","9,9","0,08","0,17",< 20,"0,06",19,190,< 20,< 5,"0,06","< 0,08","4,09","0,04","6,75",0
fruits,"Citron, pulpe, cru",11,"0,04","0,15",< 20,"0,02",12,140,< 20,< 5,"0,33","< 0,08",45,"0,023","28,4",0
